source_run_id,stored_fitted_candidate_count,defined_mll_candidate_count,mll_capital_charge_rate,selection_objective,selected_policy_class,selected_csm_aud,selected_mll_capital_aud,selected_csm_to_mll_ratio,selected_csm_minus_lambda_mll_aud,best_fixed_case,best_fixed_cap_percent,best_fixed_csm_aud,best_fixed_mll_capital_aud,best_fixed_csm_to_mll_ratio,best_fixed_csm_minus_lambda_mll_aud,flexible_minus_fixed_csm_aud,flexible_minus_fixed_mll_capital_aud,flexible_minus_fixed_csm_to_mll_ratio,flexible_minus_fixed_csm_minus_lambda_mll_aud,regressions_refitted,projections_rerun,oos_used,forward_roll_used,customer_lsmc_used,model_point_count
20260714T084838.270769Z,22,22,0.06,csm_minus_lambda_mll,base_csm,103840.38066340989,45213.133927701914,2.2966861980736817,101127.59262774777,fixed_cap_0.25pct,0.25,52151.27009719935,25057.480077303102,2.0812655516959833,50647.821292561166,51689.11056621054,20155.653850398812,0.21542064637769842,50479.771335186604,False,False,False,False,False,1
