source_run_id,stored_fitted_candidate_count,defined_ratio_candidate_count,originally_excluded_by_csm_floor_count,maximum_csm_to_mll_ratio,ratio_tie_count,selected_policy_class,selected_csm_aud,selected_mll_capital_aud,selected_csm_to_mll_ratio,selection_rule,selected_candidate_unchanged,regressions_refitted,projections_rerun,current_reader_script_sha256
20260714T084838.270769Z,22,22,6,2.5,9,base_stress_mix_alpha_0.50::balanced_four_stress_csm,100812.02853434886,40324.811413739546,2.5,max_actual_anchored_ratio_then_higher_csm_then_lower_time_zero_cap_then_lower_policy_class_index,True,False,False,1cbbefbadcaf681a9b65b4997c2c46031550dd3771d7a58b53c080ee92f7982d
