valuation_basis,path_count,market_seed,model_point_count,model_point_id,customer_behaviour,optimisation_objective,mll_capital_charge_rate,oos_used,forward_roll_used,deployment_strategy_output,best_fixed_case,best_fixed_cap_percent,best_fixed_csm_aud,best_fixed_mll_capital_aud,best_fixed_csm_to_mll_ratio,best_fixed_csm_minus_lambda_mll_aud,selected_management_candidate_source,flexible_time_zero_action_cap_percent,flexible_csm_aud,flexible_mll_capital_aud,flexible_csm_to_mll_ratio,flexible_csm_minus_lambda_mll_aud,flexible_minus_best_fixed_csm_aud,flexible_minus_best_fixed_mll_capital_aud,flexible_minus_best_fixed_csm_to_mll_ratio,flexible_minus_best_fixed_csm_minus_lambda_mll_aud
risk_neutral_time_zero_current_curve,4200,2026,1,ALT4-01,dynamic_statistical_no_customer_lsmc,csm_minus_lambda_mll,0.06,False,False,False,fixed_cap_0.25pct,0.25,52151.27009719935,25057.480077303102,2.0812655516959833,50647.821292561166,base_csm,0.25,103840.38066340989,45213.133927701914,2.2966861980736817,101127.59262774777,51689.11056621054,20155.653850398812,0.21542064637769842,50479.771335186604
