valuation_basis,common_q_scenario_fingerprint,path_count,market_seed,model_point_count,model_point_id,customer_behaviour,management_estimator,selected_management_candidate_source,policy_class_grid_complete,global_ratio_optimum_claimed,fixed_floor_binding,oos_used,forward_roll_used,deployment_strategy_output,best_fixed_case,best_fixed_cap_percent,best_fixed_csm_aud,best_fixed_mll_capital_aud,best_fixed_csm_to_mll_ratio,flexible_first_year_cap_percent,flexible_csm_aud,flexible_mll_capital_aud,flexible_csm_to_mll_ratio,best_adaptive_first_year_cap_percent,best_adaptive_csm_aud,best_adaptive_mll_capital_aud,best_adaptive_csm_to_mll_ratio,flexible_minus_best_fixed_csm_aud,flexible_minus_best_fixed_mll_capital_aud,flexible_minus_best_fixed_csm_to_mll_ratio,flexibility_value_equivalent_csm_at_fixed_mll_aud,best_fixed_mortality_loss_aud,best_fixed_longevity_loss_aud,best_fixed_lapse_loss_aud,best_fixed_mass_lapse_loss_aud,best_fixed_binding_lapse_stress,flexible_mortality_loss_aud,flexible_longevity_loss_aud,flexible_lapse_loss_aud,flexible_mass_lapse_loss_aud,flexible_binding_lapse_stress,fitted_bellman_chain_count,mll_scope
risk_neutral_time_zero_current_curve,b38aef9d75767f1aae3b5eb1cba8d54f94677d7721c8e27b34ae9cc24a535849,4200,2026,1,ALT4-01,dynamic_statistical_no_customer_lsmc,full_sample_time_zero_fixed_anchored_policy_class_search,base_stress_mix_alpha_0.50::balanced_four_stress_csm,True,False,False,False,False,False,fixed_cap_0.25pct,0.25,52151.27009719935,25057.480077303102,2.0812655516959833,0.25,100812.02853434886,40324.811413739546,2.5,0.25,100812.02853434886,40324.811413739546,2.5,48660.75843714952,15267.331336436444,0.41873444830401674,10492.430096058406,0.0,9614.372709144016,20860.50803887974,20860.50803887974,mass_lapse,0.0,0.0,40324.811413739546,40324.811413739546,mass_lapse,23,partial mortality_longevity_lapse_research_capital
