crediting_cap_rate,crediting_cap_rate_percent,method,risk_metric,source_field,unit,adverse_direction,value,baseline_rate,baseline_value,delta_vs_baseline,finite_difference_scheme,finite_difference_lower_cap_rate,finite_difference_upper_cap_rate,finite_difference_span_bp,finite_difference_change_per_100bp,finite_difference_change_per_100bp_percentage_points,finite_difference_change_per_100bp_as_percent_of_premium,adverse_finite_difference_change_per_100bp,finite_difference_change_as_fraction_of_current_value
0.0025,0.25,dynamic,csm_pv_other_income_aud,dynamic_csm_pv_other_income_aud,AUD,lower_is_adverse,111458.62356034653,0.06,150088.64142344348,-38630.017863096946,forward_secant,0.0025,0.005,25.0,6325.548319274094,,1.9762309607508608,-6325.548319274094,0.056752435273429346
0.005,0.5,dynamic,csm_pv_other_income_aud,dynamic_csm_pv_other_income_aud,AUD,lower_is_adverse,113040.01064016506,0.06,150088.64142344348,-37048.63078327842,bracketing_secant,0.0025,0.01,75.0,6399.997334784985,,1.9994903593079374,-6399.997334784985,0.05661709777397133
0.01,1.0,dynamic,csm_pv_other_income_aud,dynamic_csm_pv_other_income_aud,AUD,lower_is_adverse,116258.62156143527,0.06,150088.64142344348,-33830.01986200821,bracketing_secant,0.005,0.02,150.0,6619.13509898333,,2.067953488892914,-6619.13509898333,0.056934574056389776
0.02,2.0,dynamic,csm_pv_other_income_aud,dynamic_csm_pv_other_income_aud,AUD,lower_is_adverse,122968.71328864005,0.06,150088.64142344348,-27119.928134803427,bracketing_secant,0.01,0.04,300.0,6835.429683922427,,2.135528350995691,-6835.429683922427,0.055586738293974564
0.04,4.0,dynamic,csm_pv_other_income_aud,dynamic_csm_pv_other_income_aud,AUD,lower_is_adverse,136764.91061320255,0.06,150088.64142344348,-13323.73081024093,bracketing_secant,0.02,0.06,399.99999999999994,6779.982033700858,,2.1182053684591633,-6779.982033700858,0.049573987971782835
0.06,6.0,dynamic,csm_pv_other_income_aud,dynamic_csm_pv_other_income_aud,AUD,lower_is_adverse,150088.64142344348,0.06,150088.64142344348,0.0,bracketing_secant,0.04,0.08,400.0,6127.5647634423585,,1.9143768394943619,-6127.5647634423585,0.040826305743915194
0.08,8.0,dynamic,csm_pv_other_income_aud,dynamic_csm_pv_other_income_aud,AUD,lower_is_adverse,161275.16966697198,0.06,150088.64142344348,11186.528243528504,bracketing_secant,0.06,0.12,600.0,4015.9274789780466,,1.2546580659109299,-4015.9274789780466,0.02490108977885937
0.12,12.0,dynamic,csm_pv_other_income_aud,dynamic_csm_pv_other_income_aud,AUD,lower_is_adverse,174184.20629731176,0.06,150088.64142344348,24095.56487386828,backward_secant,0.08,0.12,399.99999999999994,3227.259157584944,,1.0082619155959607,-3227.259157584944,0.018527851785117625
0.0025,0.25,dynamic,csm_pv_claims_aud,dynamic_csm_pv_claims_aud,AUD,higher_is_adverse,71174.44906389539,0.06,59505.269676857504,11669.179387037882,forward_secant,0.0025,0.005,25.0,-1306.7425185043248,,-0.4082531493639993,-1306.7425185043248,-0.018359713853650258
0.005,0.5,dynamic,csm_pv_claims_aud,dynamic_csm_pv_claims_aud,AUD,higher_is_adverse,70847.7634342693,0.06,59505.269676857504,11342.493757411801,bracketing_secant,0.0025,0.01,75.0,-1347.054132398412,,-0.42084732388205465,-1347.054132398412,-0.019013361425984514
0.01,1.0,dynamic,csm_pv_claims_aud,dynamic_csm_pv_claims_aud,AUD,higher_is_adverse,70164.15846459658,0.06,59505.269676857504,10658.888787739073,bracketing_secant,0.005,0.02,150.0,-1543.9802014842476,,-0.4823710646019819,-1543.9802014842476,-0.022005255037204057
0.02,2.0,dynamic,csm_pv_claims_aud,dynamic_csm_pv_claims_aud,AUD,higher_is_adverse,68531.79313204293,0.06,59505.269676857504,9026.52345518543,bracketing_secant,0.01,0.04,300.0,-1912.3214740541807,,-0.597448428687094,-1912.3214740541807,-0.02790415056511997
0.04,4.0,dynamic,csm_pv_claims_aud,dynamic_csm_pv_claims_aud,AUD,higher_is_adverse,64427.194042434036,0.06,59505.269676857504,4921.924365576531,bracketing_secant,0.02,0.06,399.99999999999994,-2256.630863796358,,-0.7050177399533482,-2256.630863796358,-0.035026061546465315
0.06,6.0,dynamic,csm_pv_claims_aud,dynamic_csm_pv_claims_aud,AUD,higher_is_adverse,59505.269676857504,0.06,59505.269676857504,0.0,bracketing_secant,0.04,0.08,400.0,-2425.687835340432,,-0.7578346033196715,-2425.687835340432,-0.04076425245214574
0.08,8.0,dynamic,csm_pv_claims_aud,dynamic_csm_pv_claims_aud,AUD,higher_is_adverse,54724.44270107231,0.06,59505.269676857504,-4780.826975785196,bracketing_secant,0.06,0.12,600.0,-1838.0259629562,,-0.5742369880552584,-1838.0259629562,-0.033586928842679366
0.12,12.0,dynamic,csm_pv_claims_aud,dynamic_csm_pv_claims_aud,AUD,higher_is_adverse,48477.113899120304,0.06,59505.269676857504,-11028.1557777372,backward_secant,0.08,0.12,399.99999999999994,-1561.8322004880015,,-0.48794839503435156,-1561.8322004880015,-0.03221792872690681
0.0025,0.25,dynamic,csm_pv_costs_aud,dynamic_csm_pv_costs_aud,AUD,higher_is_adverse,21390.71977586027,0.06,144473.237898482,-123082.51812262174,forward_secant,0.0025,0.005,25.0,20484.933013187663,,6.399912988762786,20484.933013187663,0.9576551526940762
0.005,0.5,dynamic,csm_pv_costs_aud,dynamic_csm_pv_costs_aud,AUD,higher_is_adverse,26511.953029157186,0.06,144473.237898482,-117961.28486932482,bracketing_secant,0.0025,0.01,75.0,20732.430438239593,,6.477236257735912,20732.430438239593,0.7820031370543914
0.01,1.0,dynamic,csm_pv_costs_aud,dynamic_csm_pv_costs_aud,AUD,higher_is_adverse,36940.042604539965,0.06,144473.237898482,-107533.19529394204,bracketing_secant,0.005,0.02,150.0,21285.064282308078,,6.649890398923823,21285.064282308078,0.5762057318172157
0.02,2.0,dynamic,csm_pv_costs_aud,dynamic_csm_pv_costs_aud,AUD,higher_is_adverse,58439.5494526193,0.06,144473.237898482,-86033.6884458627,bracketing_secant,0.01,0.04,300.0,21872.372353024333,,6.83337747929467,21872.372353024333,0.37427345963297803
0.04,4.0,dynamic,csm_pv_costs_aud,dynamic_csm_pv_costs_aud,AUD,higher_is_adverse,102557.15966361297,0.06,144473.237898482,-41916.07823486904,bracketing_secant,0.02,0.06,399.99999999999994,21508.42211146568,,6.719671963308112,21508.42211146568,0.20972131231025906
0.06,6.0,dynamic,csm_pv_costs_aud,dynamic_csm_pv_costs_aud,AUD,higher_is_adverse,144473.237898482,0.06,144473.237898482,0.0,bracketing_secant,0.04,0.08,400.0,19153.225212652313,,5.983860173535314,19153.225212652313,0.13257282449854718
0.08,8.0,dynamic,csm_pv_costs_aud,dynamic_csm_pv_costs_aud,AUD,higher_is_adverse,179170.06051422222,0.06,144473.237898482,34696.82261574021,bracketing_secant,0.06,0.12,600.0,12304.179979136181,,3.8440780457448533,12304.179979136181,0.0686731920713924
0.12,12.0,dynamic,csm_pv_costs_aud,dynamic_csm_pv_costs_aud,AUD,higher_is_adverse,218298.3177732991,0.06,144473.237898482,73825.07987481708,backward_secant,0.08,0.12,399.99999999999994,9782.064314769219,,3.056117411987699,9782.064314769219,0.04481053456824073
0.0025,0.25,dynamic,csm_reconciliation_gap_aud,dynamic_csm_reconciliation_gap_aud,AUD,diagnostic,0.0,0.06,1.2732925824820995e-11,-1.2732925824820995e-11,forward_secant,0.0025,0.005,25.0,0.0,,0.0,,
0.005,0.5,dynamic,csm_reconciliation_gap_aud,dynamic_csm_reconciliation_gap_aud,AUD,diagnostic,0.0,0.06,1.2732925824820995e-11,-1.2732925824820995e-11,bracketing_secant,0.0025,0.01,75.0,0.0,,0.0,,
0.01,1.0,dynamic,csm_reconciliation_gap_aud,dynamic_csm_reconciliation_gap_aud,AUD,diagnostic,0.0,0.06,1.2732925824820995e-11,-1.2732925824820995e-11,bracketing_secant,0.005,0.02,150.0,0.0,,0.0,,
0.02,2.0,dynamic,csm_reconciliation_gap_aud,dynamic_csm_reconciliation_gap_aud,AUD,diagnostic,0.0,0.06,1.2732925824820995e-11,-1.2732925824820995e-11,bracketing_secant,0.01,0.04,300.0,1.2126596023639045e-12,,3.7885971777991133e-16,,
0.04,4.0,dynamic,csm_reconciliation_gap_aud,dynamic_csm_reconciliation_gap_aud,AUD,diagnostic,3.637978807091713e-12,0.06,1.2732925824820995e-11,-9.094947017729282e-12,bracketing_secant,0.02,0.06,399.99999999999994,3.1832314562052492e-12,,9.945067591722672e-16,,0.8750000000000001
0.06,6.0,dynamic,csm_reconciliation_gap_aud,dynamic_csm_reconciliation_gap_aud,AUD,diagnostic,1.2732925824820995e-11,0.06,1.2732925824820995e-11,0.0,bracketing_secant,0.04,0.08,400.0,2.7284841053187847e-12,,8.524343650048004e-16,,0.21428571428571427
0.08,8.0,dynamic,csm_reconciliation_gap_aud,dynamic_csm_reconciliation_gap_aud,AUD,diagnostic,1.4551915228366852e-11,0.06,1.2732925824820995e-11,1.8189894035458565e-12,bracketing_secant,0.06,0.12,600.0,3.031649005909761e-13,,9.471492944497783e-17,,0.020833333333333336
0.12,12.0,dynamic,csm_reconciliation_gap_aud,dynamic_csm_reconciliation_gap_aud,AUD,diagnostic,1.4551915228366852e-11,0.06,1.2732925824820995e-11,1.8189894035458565e-12,backward_secant,0.08,0.12,399.99999999999994,0.0,,0.0,,0.0
0.0025,0.25,dynamic,csm_to_premium,dynamic_csm_to_premium,ratio,lower_is_adverse,0.1628611893959447,0.06,-0.03177442702131515,0.19463561641725985,forward_secant,0.0025,0.005,25.0,-0.03471589833523303,-3.471589833523303,,0.03471589833523303,-0.21316250031081663
0.005,0.5,dynamic,csm_to_premium,dynamic_csm_to_premium,ratio,lower_is_adverse,0.15418221481213645,0.06,-0.03177442702131515,0.18595664183345162,bracketing_secant,0.0025,0.01,75.0,-0.03505468934352163,-3.505468934352163,,0.03505468934352163,-0.2273588389311573
0.01,1.0,dynamic,csm_to_premium,dynamic_csm_to_premium,ratio,lower_is_adverse,0.1365701723883035,0.06,-0.03177442702131515,0.16834459940961866,bracketing_secant,0.005,0.02,150.0,-0.03531606877182288,-3.531606877182288,,0.03531606877182288,-0.2585928402536564
0.02,2.0,dynamic,csm_to_premium,dynamic_csm_to_premium,ratio,lower_is_adverse,0.10120811165440213,0.06,-0.03177442702131515,0.1329825386757173,bracketing_secant,0.01,0.04,300.0,-0.03518609800128007,-3.518609800128007,,0.03518609800128007,-0.3476608487808855
0.04,4.0,dynamic,csm_to_premium,dynamic_csm_to_premium,ratio,lower_is_adverse,0.03101187838446329,0.06,-0.03177442702131515,0.06278630540577844,bracketing_secant,0.02,0.06,399.99999999999994,-0.03324563466892933,-3.324563466892933,,0.03324563466892933,-1.0720290546987679
0.06,6.0,dynamic,csm_to_premium,dynamic_csm_to_premium,ratio,lower_is_adverse,-0.03177442702131515,0.06,-0.03177442702131515,0.0,bracketing_secant,0.04,0.08,400.0,-0.02801548023643203,-2.801548023643203,,0.02801548023643203,-0.8816989907524841
0.08,8.0,dynamic,csm_to_premium,dynamic_csm_to_premium,ratio,lower_is_adverse,-0.08105004256126483,0.06,-0.03177442702131515,-0.04927561553994968,bracketing_secant,0.06,0.12,600.0,-0.01687148181235259,-1.687148181235259,,0.01687148181235259,-0.2081612949135668
0.12,12.0,dynamic,csm_to_premium,dynamic_csm_to_premium,ratio,lower_is_adverse,-0.13300331789543068,0.06,-0.03177442702131515,-0.10122889087411553,backward_secant,0.08,0.12,399.99999999999994,-0.012988318833541465,-1.2988318833541466,,0.012988318833541465,-0.09765409644707576
0.0025,0.25,dynamic,insurer_net_present_value_before_risk_margin_aud,dynamic_insurer_net_present_value_before_risk_margin_aud,AUD,lower_is_adverse,52128.84239335482,0.06,-10170.404038413208,62299.24643176803,forward_secant,0.0025,0.005,25.0,-11111.914382876013,,-3.471589833523305,11111.914382876013,-0.21316250031081674
0.005,0.5,dynamic,insurer_net_present_value_before_risk_margin_aud,dynamic_insurer_net_present_value_before_risk_margin_aud,AUD,lower_is_adverse,49350.863797635815,0.06,-10170.404038413208,59521.267836049024,bracketing_secant,0.0025,0.01,75.0,-11220.355093280166,,-3.5054689343521632,11220.355093280166,-0.22735883893115735
0.01,1.0,dynamic,insurer_net_present_value_before_risk_margin_aud,dynamic_insurer_net_present_value_before_risk_margin_aud,AUD,lower_is_adverse,43713.576073394695,0.06,-10170.404038413208,53883.980111807905,bracketing_secant,0.005,0.02,150.0,-11304.01779446341,,-3.531606877182288,11304.01779446341,-0.25859284025365636
0.02,2.0,dynamic,insurer_net_present_value_before_risk_margin_aud,dynamic_insurer_net_present_value_before_risk_margin_aud,AUD,lower_is_adverse,32394.8371059407,0.06,-10170.404038413208,42565.24114435391,bracketing_secant,0.01,0.04,300.0,-11262.416564369865,,-3.5186098001280066,11262.416564369865,-0.34766084878088543
0.04,4.0,dynamic,insurer_net_present_value_before_risk_margin_aud,dynamic_insurer_net_present_value_before_risk_margin_aud,AUD,lower_is_adverse,9926.326380285096,0.06,-10170.404038413208,20096.730418698302,bracketing_secant,0.02,0.06,399.99999999999994,-10641.31028608848,,-3.3245634668929336,10641.31028608848,-1.0720290546987685
0.06,6.0,dynamic,insurer_net_present_value_before_risk_margin_aud,dynamic_insurer_net_present_value_before_risk_margin_aud,AUD,lower_is_adverse,-10170.404038413208,0.06,-10170.404038413208,0.0,bracketing_secant,0.04,0.08,400.0,-8967.234976213906,,-2.8015480236432038,8967.234976213906,-0.8816989907524833
0.08,8.0,dynamic,insurer_net_present_value_before_risk_margin_aud,dynamic_insurer_net_present_value_before_risk_margin_aud,AUD,lower_is_adverse,-25942.613524570523,0.06,-10170.404038413208,-15772.209486157315,bracketing_secant,0.06,0.12,600.0,-5400.24802471681,,-1.6871481812352591,5400.24802471681,-0.20816129491356675
0.12,12.0,dynamic,insurer_net_present_value_before_risk_margin_aud,dynamic_insurer_net_present_value_before_risk_margin_aud,AUD,lower_is_adverse,-42571.89218671406,0.06,-10170.404038413208,-32401.48814830085,backward_secant,0.08,0.12,399.99999999999994,-4157.319665535885,,-1.2988318833541468,4157.319665535885,-0.09765409644707575
0.0025,0.25,dynamic,new_business_margin_before_risk_margin,dynamic_new_business_margin_before_risk_margin,ratio,lower_is_adverse,0.1628611893959447,0.06,-0.031774427021315194,0.1946356164172599,forward_secant,0.0025,0.005,25.0,-0.03471589833523303,-3.471589833523303,,0.03471589833523303,-0.21316250031081663
0.005,0.5,dynamic,new_business_margin_before_risk_margin,dynamic_new_business_margin_before_risk_margin,ratio,lower_is_adverse,0.15418221481213645,0.06,-0.031774427021315194,0.18595664183345165,bracketing_secant,0.0025,0.01,75.0,-0.03505468934352163,-3.505468934352163,,0.03505468934352163,-0.2273588389311573
0.01,1.0,dynamic,new_business_margin_before_risk_margin,dynamic_new_business_margin_before_risk_margin,ratio,lower_is_adverse,0.1365701723883035,0.06,-0.031774427021315194,0.16834459940961868,bracketing_secant,0.005,0.02,150.0,-0.03531606877182288,-3.531606877182288,,0.03531606877182288,-0.2585928402536564
0.02,2.0,dynamic,new_business_margin_before_risk_margin,dynamic_new_business_margin_before_risk_margin,ratio,lower_is_adverse,0.10120811165440213,0.06,-0.031774427021315194,0.13298253867571733,bracketing_secant,0.01,0.04,300.0,-0.03518609800128007,-3.518609800128007,,0.03518609800128007,-0.3476608487808855
0.04,4.0,dynamic,new_business_margin_before_risk_margin,dynamic_new_business_margin_before_risk_margin,ratio,lower_is_adverse,0.03101187838446328,0.06,-0.031774427021315194,0.06278630540577848,bracketing_secant,0.02,0.06,399.99999999999994,-0.03324563466892934,-3.324563466892934,,0.03324563466892934,-1.0720290546987683
0.06,6.0,dynamic,new_business_margin_before_risk_margin,dynamic_new_business_margin_before_risk_margin,ratio,lower_is_adverse,-0.031774427021315194,0.06,-0.031774427021315194,0.0,bracketing_secant,0.04,0.08,400.0,-0.028015480236432033,-2.8015480236432033,,0.028015480236432033,-0.881698990752483
0.08,8.0,dynamic,new_business_margin_before_risk_margin,dynamic_new_business_margin_before_risk_margin,ratio,lower_is_adverse,-0.08105004256126487,0.06,-0.031774427021315194,-0.04927561553994968,bracketing_secant,0.06,0.12,600.0,-0.016871481812352592,-1.6871481812352591,,0.016871481812352592,-0.20816129491356672
0.12,12.0,dynamic,new_business_margin_before_risk_margin,dynamic_new_business_margin_before_risk_margin,ratio,lower_is_adverse,-0.13300331789543074,0.06,-0.031774427021315194,-0.10122889087411555,backward_secant,0.08,0.12,399.99999999999994,-0.01298831883354147,-1.298831883354147,,0.01298831883354147,-0.09765409644707576
0.0025,0.25,dynamic,guarantee_claims_to_premium,dynamic_guarantee_claims_to_premium,ratio,higher_is_adverse,0.22236356874528893,0.06,0.18590666030471528,0.03645690844057364,forward_secant,0.0025,0.005,25.0,-0.004082531493639907,-0.4082531493639907,,-0.004082531493639907,-0.018359713853649873
0.005,0.5,dynamic,guarantee_claims_to_premium,dynamic_guarantee_claims_to_premium,ratio,higher_is_adverse,0.22134293587187895,0.06,0.18590666030471528,0.035436275567163666,bracketing_secant,0.0025,0.01,75.0,-0.004208473238820528,-0.4208473238820528,,-0.004208473238820528,-0.019013361425984428
0.01,1.0,dynamic,guarantee_claims_to_premium,dynamic_guarantee_claims_to_premium,ratio,higher_is_adverse,0.21920721381617353,0.06,0.18590666030471528,0.03330055351145825,bracketing_secant,0.005,0.02,150.0,-0.00482371064601983,-0.482371064601983,,-0.00482371064601983,-0.022005255037204106
0.02,2.0,dynamic,guarantee_claims_to_premium,dynamic_guarantee_claims_to_premium,ratio,higher_is_adverse,0.2141073699028492,0.06,0.18590666030471528,0.028200709598133922,bracketing_secant,0.01,0.04,300.0,-0.005974484286870946,-0.5974484286870946,,-0.005974484286870946,-0.027904150565119995
0.04,4.0,dynamic,guarantee_claims_to_premium,dynamic_guarantee_claims_to_premium,ratio,higher_is_adverse,0.2012837609555607,0.06,0.18590666030471528,0.01537710065084541,bracketing_secant,0.02,0.06,399.99999999999994,-0.007050177399533481,-0.7050177399533482,,-0.007050177399533481,-0.035026061546465315
0.06,6.0,dynamic,guarantee_claims_to_premium,dynamic_guarantee_claims_to_premium,ratio,higher_is_adverse,0.18590666030471528,0.06,0.18590666030471528,0.0,bracketing_secant,0.04,0.08,400.0,-0.007578346033196709,-0.7578346033196709,,-0.007578346033196709,-0.04076425245214571
0.08,8.0,dynamic,guarantee_claims_to_premium,dynamic_guarantee_claims_to_premium,ratio,higher_is_adverse,0.17097037682277386,0.06,0.18590666030471528,-0.014936283481941426,bracketing_secant,0.06,0.12,600.0,-0.005742369880552583,-0.5742369880552582,,-0.005742369880552583,-0.033586928842679366
0.12,12.0,dynamic,guarantee_claims_to_premium,dynamic_guarantee_claims_to_premium,ratio,higher_is_adverse,0.1514524410213998,0.06,0.18590666030471528,-0.03445421928331549,backward_secant,0.08,0.12,399.99999999999994,-0.004879483950343517,-0.4879483950343517,,-0.004879483950343517,-0.03221792872690682
0.0025,0.25,dynamic,guarantee_value_to_premium,dynamic_guarantee_value_to_premium,ratio,higher_is_adverse,0.1400123352855591,0.06,0.07757780111732301,0.06243453416823608,forward_secant,0.0025,0.005,25.0,-0.008395737713593698,-0.8395737713593698,,-0.008395737713593698,-0.059964271694135776
0.005,0.5,dynamic,guarantee_value_to_premium,dynamic_guarantee_value_to_premium,ratio,higher_is_adverse,0.13791340085716067,0.06,0.07757780111732301,0.06033559973983765,bracketing_secant,0.0025,0.01,75.0,-0.00858188073001239,-0.8581880730012389,,-0.00858188073001239,-0.06222659057549305
0.01,1.0,dynamic,guarantee_value_to_premium,dynamic_guarantee_value_to_premium,ratio,higher_is_adverse,0.1335759247380498,0.06,0.07757780111732301,0.055998123620726786,bracketing_secant,0.005,0.02,150.0,-0.009328212807975958,-0.9328212807975957,,-0.009328212807975958,-0.06983453662229273
0.02,2.0,dynamic,guarantee_value_to_premium,dynamic_guarantee_value_to_premium,ratio,higher_is_adverse,0.12392108164519673,0.06,0.07757780111732301,0.04634328052787372,bracketing_secant,0.01,0.04,300.0,-0.010588687972432736,-1.0588687972432735,,-0.010588687972432736,-0.0854470267032499
0.04,4.0,dynamic,guarantee_value_to_premium,dynamic_guarantee_value_to_premium,ratio,higher_is_adverse,0.1018098608207516,0.06,0.07757780111732301,0.02423205970342858,bracketing_secant,0.02,0.06,399.99999999999994,-0.011585820131968431,-1.1585820131968432,,-0.011585820131968431,-0.11379860495405891
0.06,6.0,dynamic,guarantee_value_to_premium,dynamic_guarantee_value_to_premium,ratio,higher_is_adverse,0.07757780111732301,0.06,0.07757780111732301,0.0,bracketing_secant,0.04,0.08,400.0,-0.011623972330712497,-1.1623972330712498,,-0.011623972330712497,-0.14983632125810384
0.08,8.0,dynamic,guarantee_value_to_premium,dynamic_guarantee_value_to_premium,ratio,higher_is_adverse,0.0553139714979016,0.06,0.07757780111732301,-0.022263829619421416,bracketing_secant,0.06,0.12,600.0,-0.008344025274517526,-0.8344025274517527,,-0.008344025274517526,-0.15084842126792625
0.12,12.0,dynamic,guarantee_value_to_premium,dynamic_guarantee_value_to_premium,ratio,higher_is_adverse,0.027513649470217855,0.06,0.07757780111732301,-0.05006415164710516,backward_secant,0.08,0.12,399.99999999999994,-0.0069500805069209375,-0.6950080506920937,,-0.0069500805069209375,-0.2526048212704044
0.0025,0.25,dynamic,bel_total_to_premium,dynamic_bel_total_to_premium,ratio,higher_is_adverse,0.8371388106040554,0.06,1.0317744270213152,-0.1946356164172598,forward_secant,0.0025,0.005,25.0,0.0347158983352327,3.4715898335232698,,0.0347158983352327,0.04146970358497977
0.005,0.5,dynamic,bel_total_to_premium,dynamic_bel_total_to_premium,ratio,higher_is_adverse,0.8458177851878635,0.06,1.0317744270213152,-0.18595664183345162,bracketing_secant,0.0025,0.01,75.0,0.03505468934352152,3.5054689343521517,,0.03505468934352152,0.041444729535612165
0.01,1.0,dynamic,bel_total_to_premium,dynamic_bel_total_to_premium,ratio,higher_is_adverse,0.8634298276116965,0.06,1.0317744270213152,-0.16834459940961866,bracketing_secant,0.005,0.02,150.0,0.035316068771822806,3.5316068771822806,,0.035316068771822806,0.04090207176361901
0.02,2.0,dynamic,bel_total_to_premium,dynamic_bel_total_to_premium,ratio,higher_is_adverse,0.8987918883455978,0.06,1.0317744270213152,-0.1329825386757174,bracketing_secant,0.01,0.04,300.0,0.03518609800128007,3.518609800128007,,0.03518609800128007,0.03914821490661978
0.04,4.0,dynamic,bel_total_to_premium,dynamic_bel_total_to_premium,ratio,higher_is_adverse,0.9689881216155367,0.06,1.0317744270213152,-0.06278630540577845,bracketing_secant,0.02,0.06,399.99999999999994,0.03324563466892936,3.324563466892936,,0.03324563466892936,0.03430964108569347
0.06,6.0,dynamic,bel_total_to_premium,dynamic_bel_total_to_premium,ratio,higher_is_adverse,1.0317744270213152,0.06,1.0317744270213152,0.0,bracketing_secant,0.04,0.08,400.0,0.028015480236432022,2.8015480236432024,,0.028015480236432022,0.02715271817437016
0.08,8.0,dynamic,bel_total_to_premium,dynamic_bel_total_to_premium,ratio,higher_is_adverse,1.0810500425612648,0.06,1.0317744270213152,0.049275615539949635,bracketing_secant,0.06,0.12,600.0,0.016871481812352578,1.6871481812352578,,0.016871481812352578,0.015606568750860065
0.12,12.0,dynamic,bel_total_to_premium,dynamic_bel_total_to_premium,ratio,higher_is_adverse,1.1330033178954306,0.06,1.0317744270213152,0.10122889087411546,backward_secant,0.08,0.12,399.99999999999994,0.012988318833541459,1.298831883354146,,0.012988318833541459,0.011463619416108543
0.0025,0.25,dynamic,expenses_to_premium,dynamic_expenses_to_premium,ratio,higher_is_adverse,0.027943154306833286,0.06,0.02941346709435342,-0.0014703127875201338,forward_secant,0.0025,0.005,25.0,0.0002444443786209366,0.02444443786209366,,0.0002444443786209366,0.008747916428359686
0.005,0.5,dynamic,expenses_to_premium,dynamic_expenses_to_premium,ratio,higher_is_adverse,0.02800426540148852,0.06,0.02941346709435342,-0.0014092016928648997,bracketing_secant,0.0025,0.01,75.0,0.0002471991102479856,0.024719911024798556,,0.0002471991102479856,0.008827194954196017
0.01,1.0,dynamic,expenses_to_premium,dynamic_expenses_to_premium,ratio,higher_is_adverse,0.028128553639519275,0.06,0.02941346709435342,-0.0012849134548341447,bracketing_secant,0.005,0.02,150.0,0.0002551525086477736,0.02551525086477736,,0.0002551525086477736,0.009070943067947031
0.02,2.0,dynamic,expenses_to_premium,dynamic_expenses_to_premium,ratio,higher_is_adverse,0.02838699416446018,0.06,0.02941346709435342,-0.0010264729298932393,bracketing_secant,0.01,0.04,300.0,0.0002618194038868475,0.026181940388684752,,0.0002618194038868475,0.009223216884816886
0.04,4.0,dynamic,expenses_to_premium,dynamic_expenses_to_premium,ratio,higher_is_adverse,0.028914011851179817,0.06,0.02941346709435342,-0.0004994552431736021,bracketing_secant,0.02,0.06,399.99999999999994,0.0002566182324733099,0.02566182324733099,,0.0002566182324733099,0.008875220560679086
0.06,6.0,dynamic,expenses_to_premium,dynamic_expenses_to_premium,ratio,higher_is_adverse,0.02941346709435342,0.06,0.02941346709435342,0.0,bracketing_secant,0.04,0.08,400.0,0.0002274694678196668,0.02274694678196668,,0.0002274694678196668,0.007733514280719892
0.08,8.0,dynamic,expenses_to_premium,dynamic_expenses_to_premium,ratio,higher_is_adverse,0.029823889722458485,0.06,0.02941346709435342,0.00041042262810506505,bracketing_secant,0.06,0.12,600.0,0.0001448240231361724,0.014482402313617238,,0.0001448240231361724,0.00485597366687936
0.12,12.0,dynamic,expenses_to_premium,dynamic_expenses_to_premium,ratio,higher_is_adverse,0.030282411233170454,0.06,0.02941346709435342,0.0008689441388170342,backward_secant,0.08,0.12,399.99999999999994,0.0001146303776779923,0.011463037767799231,,0.0001146303776779923,0.0037853781455959357
0.0025,0.25,dynamic,hedge_costs_to_premium,dynamic_hedge_costs_to_premium,ratio,higher_is_adverse,0.03888583910231347,0.06,0.4219505433028821,-0.38306470420056865,forward_secant,0.0025,0.005,25.0,0.06375468550900698,6.375468550900698,,0.06375468550900698,1.6395347761754733
0.005,0.5,dynamic,hedge_costs_to_premium,dynamic_hedge_costs_to_premium,ratio,higher_is_adverse,0.054824510479565214,0.06,0.4219505433028821,-0.3671260328233169,bracketing_secant,0.0025,0.01,75.0,0.06452516346711114,6.452516346711114,,0.06452516346711114,1.1769400748441092
0.01,1.0,dynamic,hedge_costs_to_premium,dynamic_hedge_costs_to_premium,ratio,higher_is_adverse,0.08727971170264683,0.06,0.4219505433028821,-0.3346708316002353,bracketing_secant,0.005,0.02,150.0,0.06624375148059045,6.624375148059045,,0.06624375148059045,0.7589822444221198
0.02,2.0,dynamic,hedge_costs_to_premium,dynamic_hedge_costs_to_premium,ratio,higher_is_adverse,0.15419013770045087,0.06,0.4219505433028821,-0.26776040560243125,bracketing_secant,0.01,0.04,300.0,0.06807195538905986,6.807195538905986,,0.06807195538905986,0.4414806057265802
0.04,4.0,dynamic,hedge_costs_to_premium,dynamic_hedge_costs_to_premium,ratio,higher_is_adverse,0.2914955778698264,0.06,0.4219505433028821,-0.13045496543305574,bracketing_secant,0.02,0.06,399.99999999999994,0.06694010140060783,6.694010140060783,,0.06694010140060783,0.22964362577912373
0.06,6.0,dynamic,hedge_costs_to_premium,dynamic_hedge_costs_to_premium,ratio,higher_is_adverse,0.4219505433028821,0.06,0.4219505433028821,0.0,bracketing_secant,0.04,0.08,400.0,0.05961113226753348,5.961113226753348,,0.05961113226753348,0.14127516414819202
0.08,8.0,dynamic,hedge_costs_to_premium,dynamic_hedge_costs_to_premium,ratio,higher_is_adverse,0.5299401069399603,0.06,0.4219505433028821,0.10798956363707818,bracketing_secant,0.06,0.12,600.0,0.038295956434312356,3.8295956434312357,,0.038295956434312356,0.07226468790113881
