crediting_cap_rate,crediting_cap_rate_percent,method,risk_metric,source_field,unit,adverse_direction,value,baseline_rate,baseline_value,delta_vs_baseline,finite_difference_scheme,finite_difference_lower_cap_rate,finite_difference_upper_cap_rate,finite_difference_span_bp,finite_difference_change_per_100bp,finite_difference_change_per_100bp_percentage_points,finite_difference_change_per_100bp_as_percent_of_premium,adverse_finite_difference_change_per_100bp,finite_difference_change_as_fraction_of_current_value
0.01,1.0,dynamic,csm_pv_other_income_aud,dynamic_csm_pv_other_income_aud,AUD,lower_is_adverse,119071.35772966065,0.06,151895.98777041095,-32824.6300407503,bracketing_secant,0.0025,0.06,575.0,6546.747285084096,,1.9427577324441576,-6546.747285084096,0.05498171357000746
0.06,6.0,dynamic,csm_pv_other_income_aud,dynamic_csm_pv_other_income_aud,AUD,lower_is_adverse,151895.98777041095,0.06,151895.98777041095,0.0,bracketing_secant,0.01,0.12,1100.0,5079.668576413706,,1.507399778141057,-5079.668576413706,0.03344175610544478
0.12,12.0,dynamic,csm_pv_other_income_aud,dynamic_csm_pv_other_income_aud,AUD,lower_is_adverse,174947.71207021142,0.06,151895.98777041095,23051.724299800466,backward_secant,0.06,0.12,600.0,3841.9540499667446,,1.1401060119234712,-3841.9540499667446,0.021960584705588267
0.0025,0.25,dynamic,csm_pv_claims_aud,dynamic_csm_pv_claims_aud,AUD,higher_is_adverse,68698.33018784663,0.06,56928.72381528938,11769.606372557253,forward_secant,0.0025,0.01,75.0,-1411.8707189931497,,-0.4189748950268515,-1411.8707189931497,-0.020551747256921285
0.01,1.0,dynamic,csm_pv_claims_aud,dynamic_csm_pv_claims_aud,AUD,higher_is_adverse,67639.42714860177,0.06,56928.72381528938,10710.70333331239,bracketing_secant,0.0025,0.06,575.0,-2046.888064792566,,-0.6074173084981597,-2046.888064792566,-0.030261759318209704
0.06,6.0,dynamic,csm_pv_claims_aud,dynamic_csm_pv_claims_aud,AUD,higher_is_adverse,56928.72381528938,0.06,56928.72381528938,0.0,bracketing_secant,0.01,0.12,1100.0,-1938.3885560231865,,-0.5752199056583772,-1938.3885560231865,-0.03404939415667337
0.12,12.0,dynamic,csm_pv_claims_aud,dynamic_csm_pv_claims_aud,AUD,higher_is_adverse,46317.153032346716,0.06,56928.72381528938,-10611.570782942661,backward_secant,0.06,0.12,600.0,-1768.5951304904436,,-0.5248334349413117,-1768.5951304904436,-0.038184452512772145
0.0025,0.25,dynamic,csm_pv_costs_aud,dynamic_csm_pv_costs_aud,AUD,higher_is_adverse,21975.296621014004,0.06,145914.19818838444,-123938.90156737044,forward_secant,0.0025,0.01,75.0,21183.15047203557,,6.286133798205192,21183.15047203557,0.963952880243676
0.01,1.0,dynamic,csm_pv_costs_aud,dynamic_csm_pv_costs_aud,AUD,higher_is_adverse,37862.65947504068,0.06,145914.19818838444,-108051.53871334376,bracketing_secant,0.0025,0.06,575.0,21554.59157693399,,6.396359540434943,21554.59157693399,0.569283612820249
0.06,6.0,dynamic,csm_pv_costs_aud,dynamic_csm_pv_costs_aud,AUD,higher_is_adverse,145914.19818838444,0.06,145914.19818838444,0.0,bracketing_secant,0.01,0.12,1100.0,16411.539021086388,,4.870150464974767,16411.539021086388,0.11247390058572679
0.12,12.0,dynamic,csm_pv_costs_aud,dynamic_csm_pv_costs_aud,AUD,higher_is_adverse,218389.58870699094,0.06,145914.19818838444,72475.3905186065,backward_secant,0.06,0.12,600.0,12079.231753101083,,3.5845313509792343,12079.231753101083,0.05531047438945248
0.0025,0.25,dynamic,csm_reconciliation_gap_aud,dynamic_csm_reconciliation_gap_aud,AUD,diagnostic,7.275957614183426e-12,0.06,-1.9099388737231493e-11,2.637534635141492e-11,forward_secant,0.0025,0.01,75.0,-1.940255363782247e-11,,-5.7577388384799894e-15,,-2.666666666666667
0.01,1.0,dynamic,csm_reconciliation_gap_aud,dynamic_csm_reconciliation_gap_aud,AUD,diagnostic,-7.275957614183426e-12,0.06,-1.9099388737231493e-11,1.1823431123048067e-11,bracketing_secant,0.0025,0.06,575.0,-4.587016756767812e-12,,-1.361204562358041e-15,,-0.6304347826086957
0.06,6.0,dynamic,csm_reconciliation_gap_aud,dynamic_csm_reconciliation_gap_aud,AUD,diagnostic,-1.9099388737231493e-11,0.06,-1.9099388737231493e-11,0.0,bracketing_secant,0.01,0.12,1100.0,2.6458027687939735e-12,,7.851462052472713e-16,,0.13852813852813856
0.12,12.0,dynamic,csm_reconciliation_gap_aud,dynamic_csm_reconciliation_gap_aud,AUD,diagnostic,2.1827872842550278e-11,0.06,-1.9099388737231493e-11,4.092726157978177e-11,backward_secant,0.06,0.12,600.0,6.821210263296962e-12,,2.0242050604031212e-15,,0.3125
0.0025,0.25,dynamic,csm_to_premium,dynamic_csm_to_premium,ratio,lower_is_adverse,0.17101931477485585,0.06,-0.019872129888547592,0.19089144466340344,forward_secant,0.0025,0.01,75.0,-0.03436872301897076,-3.436872301897076,,0.03436872301897076,-0.20096398505757448
0.01,1.0,dynamic,csm_to_premium,dynamic_csm_to_premium,ratio,lower_is_adverse,0.14524277251062778,0.06,-0.019872129888547592,0.16511490239917537,bracketing_secant,0.0025,0.06,575.0,-0.033198512115374515,-3.3198512115374514,,0.033198512115374515,-0.22857255849302446
0.06,6.0,dynamic,csm_to_premium,dynamic_csm_to_premium,ratio,lower_is_adverse,-0.019872129888547592,0.06,-0.019872129888547592,0.0,bracketing_secant,0.01,0.12,1100.0,-0.023864455829665707,-2.3864455829665707,,0.023864455829665707,-1.2009007571663928
0.12,12.0,dynamic,csm_to_premium,dynamic_csm_to_premium,ratio,lower_is_adverse,-0.11726624161569497,0.06,-0.019872129888547592,-0.09739411172714738,backward_secant,0.06,0.12,600.0,-0.016232351954524566,-1.6232351954524566,,0.016232351954524566,-0.13842305961950452
0.0025,0.25,dynamic,insurer_net_present_value_before_risk_margin_aud,dynamic_insurer_net_present_value_before_risk_margin_aud,AUD,lower_is_adverse,57630.46086506373,0.06,-6696.553575571811,64327.01444063554,forward_secant,0.0025,0.01,75.0,-11581.647076147783,,-3.436872301897071,11581.647076147783,-0.2009639850575742
0.01,1.0,dynamic,insurer_net_present_value_before_risk_margin_aud,dynamic_insurer_net_present_value_before_risk_margin_aud,AUD,lower_is_adverse,48944.225557952894,0.06,-6696.553575571811,55640.7791335247,bracketing_secant,0.0025,0.06,575.0,-11187.306859240965,,-3.31985121153745,11187.306859240965,-0.22857255849302435
0.06,6.0,dynamic,insurer_net_present_value_before_risk_margin_aud,dynamic_insurer_net_present_value_before_risk_margin_aud,AUD,lower_is_adverse,-6696.553575571811,0.06,-6696.553575571811,0.0,bracketing_secant,0.01,0.12,1100.0,-8041.896259309528,,-2.386445582966571,8041.896259309528,-1.2009007571663965
0.12,12.0,dynamic,insurer_net_present_value_before_risk_margin_aud,dynamic_insurer_net_present_value_before_risk_margin_aud,AUD,lower_is_adverse,-39516.633294451916,0.06,-6696.553575571811,-32820.07971888011,backward_secant,0.06,0.12,600.0,-5470.013286480018,,-1.6232351954524584,5470.013286480018,-0.1384230596195046
0.0025,0.25,dynamic,new_business_margin_before_risk_margin,dynamic_new_business_margin_before_risk_margin,ratio,lower_is_adverse,0.17101931477485582,0.06,-0.019872129888547533,0.19089144466340335,forward_secant,0.0025,0.01,75.0,-0.03436872301897069,-3.436872301897069,,0.03436872301897069,-0.20096398505757412
0.01,1.0,dynamic,new_business_margin_before_risk_margin,dynamic_new_business_margin_before_risk_margin,ratio,lower_is_adverse,0.1452427725106278,0.06,-0.019872129888547533,0.16511490239917534,bracketing_secant,0.0025,0.06,575.0,-0.033198512115374494,-3.319851211537449,,0.033198512115374494,-0.22857255849302427
0.06,6.0,dynamic,new_business_margin_before_risk_margin,dynamic_new_business_margin_before_risk_margin,ratio,lower_is_adverse,-0.019872129888547533,0.06,-0.019872129888547533,0.0,bracketing_secant,0.01,0.12,1100.0,-0.023864455829665718,-2.3864455829665716,,0.023864455829665718,-1.2009007571663968
0.12,12.0,dynamic,new_business_margin_before_risk_margin,dynamic_new_business_margin_before_risk_margin,ratio,lower_is_adverse,-0.11726624161569504,0.06,-0.019872129888547533,-0.09739411172714751,backward_secant,0.06,0.12,600.0,-0.016232351954524587,-1.6232351954524586,,0.016232351954524587,-0.1384230596195046
0.0025,0.25,dynamic,guarantee_claims_to_premium,dynamic_guarantee_claims_to_premium,ratio,higher_is_adverse,0.20386339408964455,0.06,0.16893689885100036,0.03492649523864419,forward_secant,0.0025,0.01,75.0,-0.004189748950268543,-0.41897489502685425,,-0.004189748950268543,-0.02055174725692142
0.01,1.0,dynamic,guarantee_claims_to_premium,dynamic_guarantee_claims_to_premium,ratio,higher_is_adverse,0.20072108237694314,0.06,0.16893689885100036,0.03178418352594278,bracketing_secant,0.0025,0.06,575.0,-0.0060741730849815994,-0.6074173084981599,,-0.0060741730849815994,-0.030261759318209718
0.06,6.0,dynamic,guarantee_claims_to_premium,dynamic_guarantee_claims_to_premium,ratio,higher_is_adverse,0.16893689885100036,0.06,0.16893689885100036,0.0,bracketing_secant,0.01,0.12,1100.0,-0.005752199056583771,-0.5752199056583771,,-0.005752199056583771,-0.034049394156673365
0.12,12.0,dynamic,guarantee_claims_to_premium,dynamic_guarantee_claims_to_premium,ratio,higher_is_adverse,0.13744689275452165,0.06,0.16893689885100036,-0.0314900060964787,backward_secant,0.06,0.12,600.0,-0.005248334349413118,-0.5248334349413117,,-0.005248334349413118,-0.038184452512772145
0.0025,0.25,dynamic,guarantee_value_to_premium,dynamic_guarantee_value_to_premium,ratio,higher_is_adverse,0.12372064864475539,0.06,0.06479154053298297,0.05892910811177242,forward_secant,0.0025,0.01,75.0,-0.00834158710227334,-0.834158710227334,,-0.00834158710227334,-0.06742275597200359
0.01,1.0,dynamic,guarantee_value_to_premium,dynamic_guarantee_value_to_premium,ratio,higher_is_adverse,0.11746445831805039,0.06,0.06479154053298297,0.052672917785067414,bracketing_secant,0.0025,0.06,575.0,-0.010248540541177813,-1.0248540541177813,,-0.010248540541177813,-0.0872480126152589
0.06,6.0,dynamic,guarantee_value_to_premium,dynamic_guarantee_value_to_premium,ratio,higher_is_adverse,0.06479154053298297,0.06,0.06479154053298297,0.0,bracketing_secant,0.01,0.12,1100.0,-0.008933219594101535,-0.8933219594101535,,-0.008933219594101535,-0.13787632645582742
0.12,12.0,dynamic,guarantee_value_to_premium,dynamic_guarantee_value_to_premium,ratio,higher_is_adverse,0.019199042782933506,0.06,0.06479154053298297,-0.04559249775004946,backward_secant,0.06,0.12,600.0,-0.007598749625008244,-0.7598749625008244,,-0.007598749625008244,-0.39578794166566245
0.0025,0.25,dynamic,bel_total_to_premium,dynamic_bel_total_to_premium,ratio,higher_is_adverse,0.828980685225144,0.06,1.0198721298885476,-0.19089144466340358,forward_secant,0.0025,0.01,75.0,0.03436872301897065,3.436872301897065,,0.03436872301897065,0.04145901542885333
0.01,1.0,dynamic,bel_total_to_premium,dynamic_bel_total_to_premium,ratio,higher_is_adverse,0.854757227489372,0.06,1.0198721298885476,-0.1651149023991756,bracketing_secant,0.0025,0.06,575.0,0.033198512115374536,3.3198512115374537,,0.033198512115374536,0.03883969745758871
0.06,6.0,dynamic,bel_total_to_premium,dynamic_bel_total_to_premium,ratio,higher_is_adverse,1.0198721298885476,0.06,1.0198721298885476,0.0,bracketing_secant,0.01,0.12,1100.0,0.02386445582966574,2.386445582966574,,0.02386445582966574,0.02339945874614072
0.12,12.0,dynamic,bel_total_to_premium,dynamic_bel_total_to_premium,ratio,higher_is_adverse,1.117266241615695,0.06,1.0198721298885476,0.09739411172714751,backward_secant,0.06,0.12,600.0,0.016232351954524587,1.6232351954524586,,0.016232351954524587,0.0145286336863188
0.0025,0.25,dynamic,expenses_to_premium,dynamic_expenses_to_premium,ratio,higher_is_adverse,0.027360567413560112,0.06,0.028704738271895146,-0.0013441708583350337,forward_secant,0.0025,0.01,75.0,0.00023271942518501842,0.023271942518501842,,0.00023271942518501842,0.008505650546913763
0.01,1.0,dynamic,expenses_to_premium,dynamic_expenses_to_premium,ratio,higher_is_adverse,0.027535106982448876,0.06,0.028704738271895146,-0.0011696312894462699,bracketing_secant,0.0025,0.06,575.0,0.00023376884492783197,0.023376884492783197,,0.00023376884492783197,0.008489846982502677
0.06,6.0,dynamic,expenses_to_premium,dynamic_expenses_to_premium,ratio,higher_is_adverse,0.028704738271895146,0.06,0.028704738271895146,0.0,bracketing_secant,0.01,0.12,1100.0,0.0001772337748370198,0.01772337748370198,,0.0001772337748370198,0.006174373483507762
0.12,12.0,dynamic,expenses_to_premium,dynamic_expenses_to_premium,ratio,higher_is_adverse,0.029484678505656094,0.06,0.028704738271895146,0.0007799402337609479,backward_secant,0.06,0.12,600.0,0.00012999003896015798,0.012999003896015798,,0.00012999003896015798,0.004408731773528471
0.0025,0.25,dynamic,hedge_costs_to_premium,dynamic_hedge_costs_to_premium,ratio,higher_is_adverse,0.03785147694089143,0.06,0.40429797965756564,-0.3664465027166742,forward_secant,0.0025,0.01,75.0,0.0626286185568669,6.2628618556866895,,0.0626286185568669,1.6545885027067044
0.01,1.0,dynamic,hedge_costs_to_premium,dynamic_hedge_costs_to_premium,ratio,higher_is_adverse,0.0848229408585416,0.06,0.40429797965756564,-0.31947503879902406,bracketing_secant,0.0025,0.06,575.0,0.06372982655942161,6.372982655942161,,0.06372982655942161,0.7513277176477909
0.06,6.0,dynamic,hedge_costs_to_premium,dynamic_hedge_costs_to_premium,ratio,higher_is_adverse,0.40429797965756564,0.06,0.40429797965756564,0.0,bracketing_secant,0.01,0.12,1100.0,0.048524270874910645,4.852427087491065,,0.048524270874910645,0.12002105703325547
0.12,12.0,dynamic,hedge_costs_to_premium,dynamic_hedge_costs_to_premium,ratio,higher_is_adverse,0.6185899204825587,0.06,0.40429797965756564,0.21429194082499303,backward_secant,0.06,0.12,600.0,0.03571532347083217,3.571532347083217,,0.03571532347083217,0.0577366722092252
0.0025,0.25,dynamic,money_market_income_to_premium,dynamic_money_market_income_to_premium,ratio,lower_is_adverse,0.3366870474314387,0.06,0.44919786261139205,-0.11251081517995337,forward_secant,0.0025,0.01,75.0,0.019197495896462545,1.9197495896462544,,-0.019197495896462545,0.05701881329536988
0.01,1.0,dynamic,money_market_income_to_premium,dynamic_money_market_income_to_premium,ratio,lower_is_adverse,0.3510851693537856,0.06,0.44919786261139205,-0.09811269325760646,bracketing_secant,0.0025,0.06,575.0,0.019567098292165807,1.9567098292165808,,-0.019567098292165807,0.055733195247698444
0.06,6.0,dynamic,money_market_income_to_premium,dynamic_money_market_income_to_premium,ratio,lower_is_adverse,0.44919786261139205,0.06,0.44919786261139205,0.0,bracketing_secant,0.01,0.12,1100.0,0.015170725994376839,1.517072599437684,,-0.015170725994376839,0.033772925601610146
0.12,12.0,dynamic,money_market_income_to_premium,dynamic_money_market_income_to_premium,ratio,lower_is_adverse,0.5179631552919308,0.06,0.44919786261139205,0.06876529268053877,backward_secant,0.06,0.12,600.0,0.01146088211342313,1.146088211342313,,-0.01146088211342313,0.02212682889956454
0.0025,0.25,dynamic,hedge_gain_to_premium,dynamic_hedge_gain_to_premium,ratio,lower_is_adverse,0.0,0.06,0.0,0.0,forward_secant,0.0025,0.01,75.0,0.0,0.0,,-0.0,
0.01,1.0,dynamic,hedge_gain_to_premium,dynamic_hedge_gain_to_premium,ratio,lower_is_adverse,0.0,0.06,0.0,0.0,bracketing_secant,0.0025,0.06,575.0,0.0,0.0,,-0.0,
0.06,6.0,dynamic,hedge_gain_to_premium,dynamic_hedge_gain_to_premium,ratio,lower_is_adverse,0.0,0.06,0.0,0.0,bracketing_secant,0.01,0.12,1100.0,0.0,0.0,,-0.0,
0.12,12.0,dynamic,hedge_gain_to_premium,dynamic_hedge_gain_to_premium,ratio,lower_is_adverse,0.0,0.06,0.0,0.0,backward_secant,0.06,0.12,600.0,0.0,0.0,,-0.0,
0.0025,0.25,dynamic,claims_to_future_fees,dynamic_claims_to_future_fees,ratio,higher_is_adverse,2.01745972055452,0.06,1.28651376483458,0.7309459557199403,forward_secant,0.0025,0.01,75.0,-0.14051819551948047,-14.051819551948046,,-0.14051819551948047,-0.0696510537919724
0.01,1.0,dynamic,claims_to_future_fees,dynamic_claims_to_future_fees,ratio,higher_is_adverse,1.9120710739149098,0.06,1.28651376483458,0.6255573090803299,bracketing_secant,0.0025,0.06,575.0,-0.12712103577738093,-12.712103577738093,,-0.12712103577738093,-0.06648342601465349
0.06,6.0,dynamic,claims_to_future_fees,dynamic_claims_to_future_fees,ratio,higher_is_adverse,1.28651376483458,0.06,1.28651376483458,0.0,bracketing_secant,0.01,0.12,1100.0,-0.09001792645549411,-9.001792645549411,,-0.09001792645549411,-0.06997043398682068
0.12,12.0,dynamic,claims_to_future_fees,dynamic_claims_to_future_fees,ratio,higher_is_adverse,0.9218738829044746,0.06,1.28651376483458,-0.3646398819301053,backward_secant,0.06,0.12,600.0,-0.06077331365501756,-6.077331365501756,,-0.06077331365501756,-0.06592367435721677
0.0025,0.25,dynamic,fee_coverage_ratio,dynamic_fee_coverage_ratio,ratio,lower_is_adverse,0.3755435620164187,0.06,0.21815097229219363,0.15739258972422507,forward_secant,0.0025,0.01,75.0,-0.0536567581393704,-5.36567581393704,,0.0536567581393704,-0.14287758749283136
0.01,1.0,dynamic,fee_coverage_ratio,dynamic_fee_coverage_ratio,ratio,lower_is_adverse,0.3353009934118909,0.06,0.21815097229219363,0.11715002111969727,bracketing_secant,0.0025,0.06,575.0,-0.02737262429986523,-2.737262429986523,,0.02737262429986523,-0.08163597733884467
0.06,6.0,dynamic,fee_coverage_ratio,dynamic_fee_coverage_ratio,ratio,lower_is_adverse,0.21815097229219363,0.06,0.21815097229219363,0.0,bracketing_secant,0.01,0.12,1100.0,-0.013227000099768047,-1.3227000099768047,,0.013227000099768047,-0.06063232247276748
0.12,12.0,dynamic,fee_coverage_ratio,dynamic_fee_coverage_ratio,ratio,lower_is_adverse,0.1898039923144424,0.06,0.21815097229219363,-0.028346979977751235,backward_secant,0.06,0.12,600.0,-0.0047244966629585395,-0.47244966629585394,,0.0047244966629585395,-0.024891450413390737
0.0025,0.25,dynamic,income_start_year_mean,dynamic_income_start_year_mean,years,diagnostic,5.066419782939079,0.06,5.347807615314192,-0.28138783237511333,forward_secant,0.0025,0.01,75.0,0.06998187548843168,,,,0.013812885328628361
0.01,1.0,dynamic,income_start_year_mean,dynamic_income_start_year_mean,years,diagnostic,5.118906189555402,0.06,5.347807615314192,-0.22890142575878958,bracketing_secant,0.0025,0.06,575.0,0.04893701432610668,,,,0.0095600529710737
0.06,6.0,dynamic,income_start_year_mean,dynamic_income_start_year_mean,years,diagnostic,5.347807615314192,0.06,5.347807615314192,0.0,bracketing_secant,0.01,0.12,1100.0,0.03207047354562231,,,,0.005996938531181272
0.12,12.0,dynamic,income_start_year_mean,dynamic_income_start_year_mean,years,diagnostic,5.471681398557248,0.06,5.347807615314192,0.12387378324305587,backward_secant,0.06,0.12,600.0,0.020645630540509316,,,,0.0037731784869552303
0.0025,0.25,dynamic,income_start_year_median,dynamic_income_start_year_median,years,diagnostic,5.0,0.06,5.0,0.0,forward_secant,0.0025,0.01,75.0,0.0,,,,0.0
0.01,1.0,dynamic,income_start_year_median,dynamic_income_start_year_median,years,diagnostic,5.0,0.06,5.0,0.0,bracketing_secant,0.0025,0.06,575.0,0.0,,,,0.0
0.06,6.0,dynamic,income_start_year_median,dynamic_income_start_year_median,years,diagnostic,5.0,0.06,5.0,0.0,bracketing_secant,0.01,0.12,1100.0,0.0,,,,0.0
0.12,12.0,dynamic,income_start_year_median,dynamic_income_start_year_median,years,diagnostic,5.0,0.06,5.0,0.0,backward_secant,0.06,0.12,600.0,0.0,,,,0.0
0.0025,0.25,dynamic,income_start_year_p10,dynamic_income_start_year_p10,years,diagnostic,2.0,0.06,2.0,0.0,forward_secant,0.0025,0.01,75.0,0.0,,,,0.0
0.01,1.0,dynamic,income_start_year_p10,dynamic_income_start_year_p10,years,diagnostic,2.0,0.06,2.0,0.0,bracketing_secant,0.0025,0.06,575.0,0.0,,,,0.0
0.06,6.0,dynamic,income_start_year_p10,dynamic_income_start_year_p10,years,diagnostic,2.0,0.06,2.0,0.0,bracketing_secant,0.01,0.12,1100.0,0.0,,,,0.0
0.12,12.0,dynamic,income_start_year_p10,dynamic_income_start_year_p10,years,diagnostic,2.0,0.06,2.0,0.0,backward_secant,0.06,0.12,600.0,0.0,,,,0.0
0.0025,0.25,dynamic,income_start_year_p90,dynamic_income_start_year_p90,years,diagnostic,8.0,0.06,9.0,-1.0,forward_secant,0.0025,0.01,75.0,0.0,,,,0.0
0.01,1.0,dynamic,income_start_year_p90,dynamic_income_start_year_p90,years,diagnostic,8.0,0.06,9.0,-1.0,bracketing_secant,0.0025,0.06,575.0,0.1739130434782609,,,,0.02173913043478261
0.06,6.0,dynamic,income_start_year_p90,dynamic_income_start_year_p90,years,diagnostic,9.0,0.06,9.0,0.0,bracketing_secant,0.01,0.12,1100.0,0.09090909090909093,,,,0.010101010101010104
0.12,12.0,dynamic,income_start_year_p90,dynamic_income_start_year_p90,years,diagnostic,9.0,0.06,9.0,0.0,backward_secant,0.06,0.12,600.0,0.0,,,,0.0
0.0025,0.25,dynamic,income_election_share,dynamic_income_election_share,ratio,diagnostic,0.9242554742341081,0.06,0.9156409869009784,0.00861448733312975,forward_secant,0.0025,0.01,75.0,-0.000948563515388301,-0.0948563515388301,,,-0.0010263001321948737
0.01,1.0,dynamic,income_election_share,dynamic_income_election_share,ratio,diagnostic,0.9235440515975669,0.06,0.9156409869009784,0.007903064696588524,bracketing_secant,0.0025,0.06,575.0,-0.001498171710109522,-0.14981717101095218,,,-0.0016221984295366869
0.06,6.0,dynamic,income_election_share,dynamic_income_election_share,ratio,diagnostic,0.9156409869009784,0.06,0.9156409869009784,0.0,bracketing_secant,0.01,0.12,1100.0,-0.0009779647426495207,-0.09779647426495207,,,-0.001068065712042314
0.12,12.0,dynamic,income_election_share,dynamic_income_election_share,ratio,diagnostic,0.9127864394284222,0.06,0.9156409869009784,-0.0028545474725562014,backward_secant,0.06,0.12,600.0,-0.00047575791209270024,-0.047575791209270024,,,-0.0005212149211929738
0.0025,0.25,dynamic,forced_income_election_share,dynamic_forced_income_election_share,ratio,diagnostic,0.0002510951899629395,0.06,0.0005402022361657422,-0.0002891070462028027,forward_secant,0.0025,0.01,75.0,4.42609974676707e-05,0.00442609974676707,,,0.1762717855097241
0.01,1.0,dynamic,forced_income_election_share,dynamic_forced_income_election_share,ratio,diagnostic,0.0002842909380636925,0.06,0.0005402022361657422,-0.00025591129810204966,bracketing_secant,0.0025,0.06,575.0,5.02794862961396e-05,0.00502794862961396,,,0.17685926480313977
0.06,6.0,dynamic,forced_income_election_share,dynamic_forced_income_election_share,ratio,diagnostic,0.0005402022361657422,0.06,0.0005402022361657422,0.0,bracketing_secant,0.01,0.12,1100.0,3.446913980509875e-05,0.003446913980509875,,,0.06380784361381854
0.12,12.0,dynamic,forced_income_election_share,dynamic_forced_income_election_share,ratio,diagnostic,0.0006634514759197788,0.06,0.0005402022361657422,0.00012324923975403658,backward_secant,0.06,0.12,600.0,2.0541539959006098e-05,0.0020541539959006098,,,0.030961631264032154
0.0025,0.25,dynamic,mean_growth_duration,dynamic_mean_growth_duration,years,diagnostic,5.026669282846648,0.06,5.324764269604497,-0.2980949867578486,forward_secant,0.0025,0.01,75.0,0.07089009329846738,,,,0.014102796366647316
0.01,1.0,dynamic,mean_growth_duration,dynamic_mean_growth_duration,years,diagnostic,5.079836852820499,0.06,5.324764269604497,-0.2449274167839981,bracketing_secant,0.0025,0.06,575.0,0.05184260639266933,,,,0.010205565236585215
0.06,6.0,dynamic,mean_growth_duration,dynamic_mean_growth_duration,years,diagnostic,5.324764269604497,0.06,5.324764269604497,0.0,bracketing_secant,0.01,0.12,1100.0,0.034298925039458895,,,,0.006441397835252242
0.12,12.0,dynamic,mean_growth_duration,dynamic_mean_growth_duration,years,diagnostic,5.457125028254547,0.06,5.324764269604497,0.1323607586500497,backward_secant,0.06,0.12,600.0,0.022060126441674953,,,,0.004042444753869026
0.0025,0.25,dynamic,growth_phase_exposure,dynamic_growth_phase_exposure,ratio,diagnostic,0.102548796172455,0.06,0.10869259071946956,-0.006143794547014553,forward_secant,0.0025,0.01,75.0,0.0014375417409415725,0.14375417409415725,,,0.014018124001417597
0.01,1.0,dynamic,growth_phase_exposure,dynamic_growth_phase_exposure,ratio,diagnostic,0.10362695247816119,0.06,0.10869259071946956,-0.005065638241308373,bracketing_secant,0.0025,0.06,575.0,0.0010684860081764441,0.10684860081764441,,,0.010310889036340441
0.06,6.0,dynamic,growth_phase_exposure,dynamic_growth_phase_exposure,ratio,diagnostic,0.10869259071946956,0.06,0.10869259071946956,0.0,bracketing_secant,0.01,0.12,1100.0,0.0007058818812491335,0.07058818812491334,,,0.006494296221818663
0.12,12.0,dynamic,growth_phase_exposure,dynamic_growth_phase_exposure,ratio,diagnostic,0.11139165317190165,0.06,0.10869259071946956,0.002699062452432094,backward_secant,0.06,0.12,600.0,0.0004498437420720157,0.04498437420720157,,,0.00403839721615235
0.0025,0.25,dynamic,income_phase_exposure,dynamic_income_phase_exposure,ratio,diagnostic,0.37434457992271003,0.06,0.3872486739489865,-0.012904094026276458,forward_secant,0.0025,0.01,75.0,0.0017919268933431396,0.17919268933431395,,,0.004786838088354623
0.01,1.0,dynamic,income_phase_exposure,dynamic_income_phase_exposure,ratio,diagnostic,0.3756885250927174,0.06,0.3872486739489865,-0.011560148856269103,bracketing_secant,0.0025,0.06,575.0,0.002244190265439384,0.22441902654393842,,,0.005973539556166995
0.06,6.0,dynamic,income_phase_exposure,dynamic_income_phase_exposure,ratio,diagnostic,0.3872486739489865,0.06,0.3872486739489865,0.0,bracketing_secant,0.01,0.12,1100.0,0.0017622379244825663,0.17622379244825662,,,0.004550662256663302
0.12,12.0,dynamic,income_phase_exposure,dynamic_income_phase_exposure,ratio,diagnostic,0.3950731422620256,0.06,0.3872486739489865,0.007824468313039123,backward_secant,0.06,0.12,600.0,0.0013040780521731874,0.13040780521731873,,,0.003300852203484588
0.0025,0.25,dynamic,ordinary_income_lapse_rate,dynamic_ordinary_income_lapse_rate,ratio,diagnostic,9.821440945858925e-05,0.06,0.00014246081842014067,-4.424640896155143e-05,forward_secant,0.0025,0.01,75.0,6.519682290998535e-06,0.0006519682290998535,,,0.06638213605252567
0.01,1.0,dynamic,ordinary_income_lapse_rate,dynamic_ordinary_income_lapse_rate,ratio,diagnostic,0.00010310417117683815,0.06,0.00014246081842014067,-3.935664724330253e-05,bracketing_secant,0.0025,0.06,575.0,7.695027645487206e-06,0.0007695027645487206,,,0.07463352411115504
0.06,6.0,dynamic,ordinary_income_lapse_rate,dynamic_ordinary_income_lapse_rate,ratio,diagnostic,0.00014246081842014067,0.06,0.00014246081842014067,0.0,bracketing_secant,0.01,0.12,1100.0,7.431834708457929e-06,0.0007431834708457928,,,0.05216756993870561
0.12,12.0,dynamic,ordinary_income_lapse_rate,dynamic_ordinary_income_lapse_rate,ratio,diagnostic,0.00018485435296987536,0.06,0.00014246081842014067,4.239353454973469e-05,backward_secant,0.06,0.12,600.0,7.065589091622449e-06,0.0007065589091622449,,,0.038222465298255036
0.0025,0.25,dynamic,performance_income_lapse_rate,dynamic_performance_income_lapse_rate,ratio,diagnostic,0.00044430204046818744,0.06,0.0001879858913691363,0.00025631614909905117,forward_secant,0.0025,0.01,75.0,-3.9732473844051024e-05,-0.003973247384405102,,,-0.08942671927003207
