valuation_basis,common_q_scenario_fingerprint,path_count,market_seed,model_point_count,model_point_id,customer_behaviour,management_estimator,candidate_policy_class_filter,targeted_payload_recovery,selected_management_candidate_source,policy_class_grid_complete,global_ratio_optimum_claimed,global_primary_objective_optimum_claimed,optimisation_objective,mll_capital_charge_rate,fixed_primary_objective_comparator_binding,oos_used,forward_roll_used,deployment_strategy_output,best_fixed_case,best_fixed_cap_percent,best_fixed_csm_aud,best_fixed_mll_capital_aud,best_fixed_csm_to_mll_ratio,best_fixed_ratio_case,best_fixed_ratio_cap_percent,best_fixed_ratio_csm_to_mll_ratio,best_fixed_csm_minus_lambda_mll_aud,flexible_time_zero_action_cap_percent,flexible_csm_aud,flexible_mll_capital_aud,flexible_csm_to_mll_ratio,flexible_csm_minus_lambda_mll_aud,best_fitted_candidate_time_zero_action_cap_percent,best_fitted_candidate_csm_aud,best_fitted_candidate_mll_capital_aud,best_fitted_candidate_csm_to_mll_ratio,best_fitted_candidate_csm_minus_lambda_mll_aud,flexible_minus_best_fixed_csm_aud,flexible_minus_best_fixed_mll_capital_aud,flexible_minus_best_fixed_csm_to_mll_ratio,flexible_minus_best_fixed_csm_minus_lambda_mll_aud,secondary_ratio_uplift_equivalent_csm_at_primary_best_fixed_mll_aud,best_fixed_mortality_loss_aud,best_fixed_mortality_stressed_csm_aud,best_fixed_longevity_loss_aud,best_fixed_longevity_stressed_csm_aud,best_fixed_lapse_loss_aud,best_fixed_lapse_up_stressed_csm_aud,best_fixed_lapse_down_stressed_csm_aud,best_fixed_lapse_up_loss_aud,best_fixed_lapse_down_loss_aud,best_fixed_mass_lapse_loss_aud,best_fixed_binding_lapse_stress,flexible_mortality_loss_aud,flexible_mortality_stressed_csm_aud,flexible_longevity_loss_aud,flexible_longevity_stressed_csm_aud,flexible_lapse_loss_aud,flexible_lapse_up_stressed_csm_aud,flexible_lapse_down_stressed_csm_aud,flexible_lapse_up_loss_aud,flexible_lapse_down_loss_aud,flexible_mass_lapse_loss_aud,flexible_binding_lapse_stress,fitted_bellman_chain_count,mll_scope,mass_lapse_rate,mll_capital_materiality_aud,mll_correlation_matrix,mll_delta_attribution_method,mortality_correlated_mll_shapley_effect_aud,longevity_correlated_mll_shapley_effect_aud,lapse_correlated_mll_shapley_effect_aud,mll_shapley_reconciliation_gap_aud,primary_optimisation_objective,mll_risk_measure_name,mll_risk_value_basis,mll_risk_penalty_weight,best_fixed_mll_future_profit_risk_aud,flexible_mll_future_profit_risk_aud,flexible_minus_best_fixed_mll_future_profit_risk_aud,best_fixed_mll_risk_penalty_aud,flexible_mll_risk_penalty_aud,flexible_minus_best_fixed_mll_risk_penalty_aud,best_fixed_risk_penalized_csm_aud,flexible_risk_penalized_csm_aud,flexible_minus_best_fixed_risk_penalized_csm_aud,best_fixed_csm_to_mll_risk_ratio,flexible_csm_to_mll_risk_ratio,fixed_csm_comparator_binding,regulatory_capital_status,regulatory_capital_framework,regulatory_capital_aud,apra_insurance_risk_charge_aud,apra_prescribed_capital_amount_aud,apra_prudential_capital_requirement_aud,ifrs17_csm_status,mll_correlation_assumption_status,legacy_capital_named_fields_retained
risk_neutral_time_zero_current_curve,b38aef9d75767f1aae3b5eb1cba8d54f94677d7721c8e27b34ae9cc24a535849,4200.0,2026.0,1.0,ALT4-01,dynamic_statistical_no_customer_lsmc,full_sample_time_zero_fixed_anchored_targeted_policy_class_payload_recovery,base_csm,True,base_csm,False,False,False,csm,0.06,False,False,False,False,fixed_cap_0.25pct,0.25,52151.27009719935,25057.480077303102,2.0812655516959833,fixed_cap_0.25pct,0.25,2.0812655516959833,50647.82129256116,0.25,103840.38066340989,45213.133927701914,2.2966861980736817,101127.59262774777,0.25,103840.38066340989,45213.133927701914,2.2966861980736817,101127.59262774777,51689.11056621054,20155.653850398812,0.21542064637769842,50479.77133518661,5397.8985548489345,0.0,58845.58415148169,9614.372709144016,42536.89738805533,20860.50803887974,55782.67829775095,48181.97382718561,0.0,3969.296270013736,20860.50803887974,mass_lapse,0.0,110327.89641528515,10275.191859191793,93565.1888042181,41536.152265363955,111449.39035224952,106711.61599573775,0.0,0.0,41536.152265363955,mass_lapse,2.0,partial_mortality_longevity_lapse_future_profit_risk_proxy,0.4,32.008143,"[[1.0,-0.25,0.0],[-0.25,1.0,0.25],[0.0,0.25,1.0]]",exact_three_module_shapley_all_six_orders,0.0,347.380562327864,19808.273288070952,3.637978807091713e-12,csm,mll_stressed_csm_future_profit_risk_proxy,one_sided_loss_in_custom_csm_profitability_proxy_under_illustrative_stress,0.06,25057.480077303102,45213.133927701914,20155.653850398812,1503.4488046381862,2712.788035662115,1209.3392310239287,50647.82129256116,101127.59262774777,50479.77133518661,2.0812655516959833,2.2966861980736817,False,not_calculated,APRA_LAGIC,,,,,not_calculated_custom_profitability_proxy_only,illustrative_research_assumption_not_apra_prescribed,True
